MODELNAME,REWARD,STEP
TRPO_BAYRN,1596.7734286506625, 0
TRPO_BAYRN,1609.564406842136, 0
TRPO_BAYRN,1638.4879331390628, 0
TRPO_BAYRN,1627.9139395706998, 0
TRPO_BAYRN,1674.6608536389167, 0
TRPO_BAYRN,1654.150132503456, 0
TRPO_BAYRN,1606.7245428010558, 0
TRPO_BAYRN,1581.4874759417264, 0
TRPO_BAYRN,1597.8281444051984, 0
TRPO_BAYRN,1644.0386201392485, 0
TRPO_BAYRN,1592.093421290223, 0
TRPO_BAYRN,1671.8895204587661, 0
TRPO_BAYRN,1574.8139502092513, 1
TRPO_BAYRN,1675.2546965737024, 1
TRPO_BAYRN,1550.8670946374748, 0
TRPO_BAYRN,1633.2265535040667, 0
TRPO_BAYRN,1606.8793008077375, 0
TRPO_BAYRN,1669.2112773855322, 1
TRPO_BAYRN,1612.599100614378, 0
TRPO_BAYRN,1644.3562514241605, 0
TRPO_BAYRN,1584.7403360464582, 0
TRPO_BAYRN,1591.791453043527, 0
TRPO_BAYRN,1642.9042526239073, 0
TRPO_BAYRN,1631.2514461646274, 0
TRPO_BAYRN,1649.3248506107977, 0
TRPO_BAYRN,1649.8955947909822, 0
TRPO_BAYRN,1645.6616819457283, 0
TRPO_BAYRN,1617.2535808787684, 0
TRPO_BAYRN,1685.342770346669, 1
TRPO_BAYRN,1646.3404616254438, 0
TRPO_BAYRN,1675.9882952888936, 0
TRPO_BAYRN,1626.6467326462978, 0
TRPO_BAYRN,1576.09911424784, 0
TRPO_BAYRN,1602.0502571304407, 0
TRPO_BAYRN,1584.3248405566724, 0
TRPO_BAYRN,1676.785649760915, 1
TRPO_BAYRN,1611.1972448665617, 0
TRPO_BAYRN,1610.8505405569251, 0
TRPO_BAYRN,1675.64484060738, 1
TRPO_BAYRN,1657.580301540439, 1
TRPO_BAYRN,1659.858351672702, 0
TRPO_BAYRN,1672.3339385821519, 1
TRPO_BAYRN,1677.1918547867504, 1
TRPO_BAYRN,1593.6437864307215, 0
TRPO_BAYRN,1657.5751647525656, 0
TRPO_BAYRN,1644.5564631717434, 0
TRPO_BAYRN,1616.0151199764714, 0
TRPO_BAYRN,1632.325297886538, 0
TRPO_BAYRN,1585.1507756126148, 0
TRPO_BAYRN,1595.7453987001247, 0
TRPO_BAYRN,1572.718707371509, 0
TRPO_BAYRN,1634.9737240966115, 0
TRPO_BAYRN,1582.1738683484223, 0
TRPO_BAYRN,1618.4112458758227, 0
TRPO_BAYRN,1642.4946929523237, 0
TRPO_BAYRN,1622.2514094189708, 0
TRPO_BAYRN,1499.8987355023155, 0
TRPO_BAYRN,1639.4068417666817, 0
TRPO_BAYRN,1586.4045790252653, 0
TRPO_BAYRN,1626.9092218058536, 0
TRPO_BAYRN,1670.2292217051408, 1
TRPO_BAYRN,1629.8848996642296, 0
TRPO_BAYRN,1669.8639460397585, 1
TRPO_BAYRN,1643.6058943820185, 0
TRPO_BAYRN,1665.436574531447, 1
TRPO_BAYRN,1668.0199322053068, 0
TRPO_BAYRN,1674.0308964072644, 0
TRPO_BAYRN,1611.5581599263073, 0
TRPO_BAYRN,1670.276612183599, 1
TRPO_BAYRN,1624.2771289217178, 0
TRPO_BAYRN,1643.0430526839905, 0
TRPO_BAYRN,1620.0376333738102, 0
TRPO_BAYRN,1643.648266601968, 0
TRPO_BAYRN,1601.0286520308239, 0
TRPO_BAYRN,1545.9951134749824, 0
TRPO_BAYRN,1617.1704761447706, 0
TRPO_BAYRN,1664.230757075777, 0
TRPO_BAYRN,1641.7313797155657, 0
TRPO_BAYRN,1609.6218892685004, 0
TRPO_BAYRN,1627.786715795968, 0
TRPO_BAYRN,1603.3178561777065, 0
TRPO_BAYRN,1681.62116485049, 1
TRPO_BAYRN,1631.6006899782187, 0
TRPO_BAYRN,1596.2053237964203, 0
TRPO_BAYRN,1606.1294850789536, 0
TRPO_BAYRN,1627.612898058398, 0
TRPO_BAYRN,1625.9125221877418, 0
TRPO_BAYRN,1615.9066633063962, 0
TRPO_BAYRN,1584.3800887978837, 0
TRPO_BAYRN,1609.0086963283204, 0
TRPO_BAYRN,1574.8635556832246, 0
TRPO_BAYRN,1590.7882278496556, 0
TRPO_BAYRN,1647.8213499450824, 0
TRPO_BAYRN,1632.337555794387, 0
TRPO_BAYRN,1606.6912445713315, 0
TRPO_BAYRN,1593.4929425149344, 0
TRPO_BAYRN,1584.7476141660782, 0
TRPO_BAYRN,1673.7744493930238, 0
TRPO_BAYRN,1596.070007295213, 0
TRPO_BAYRN,1654.0672572373742, 0
TRPO_BAYRN,1565.4580879944199, 0
TRPO_BAYRN,1631.1918556073576, 0
TRPO_BAYRN,1613.414990236688, 0
TRPO_BAYRN,1629.9208247151375, 0
TRPO_BAYRN,1641.6588582436602, 0
TRPO_BAYRN,1568.0415545412743, 0
TRPO_BAYRN,1661.0059290167023, 0
TRPO_BAYRN,1620.1997525054267, 0
TRPO_BAYRN,1572.691984927766, 0
TRPO_BAYRN,1670.147232768082, 1
TRPO_BAYRN,1667.3397513075372, 0
TRPO_BAYRN,1615.8607738963556, 0
TRPO_BAYRN,1647.211693080444, 0
TRPO_BAYRN,1649.8431882385514, 0
TRPO_BAYRN,1642.587102643552, 0
TRPO_BAYRN,1624.8540534728857, 0
TRPO_BAYRN,1608.8804054389602, 0
TRPO_BAYRN,1573.36555363627, 0
TRPO_BAYRN,1667.1633019875433, 0
TRPO_BAYRN,1557.6756505620842, 0
TRPO_BAYRN,1591.9240982261097, 0
TRPO_BAYRN,1665.5810184209222, 1
TRPO_BAYRN,1662.206163939043, 0
TRPO_BAYRN,1599.6352353501788, 0
TRPO_BAYRN,1606.9636351014613, 0
TRPO_BAYRN,1674.986668827341, 0
TRPO_BAYRN,1614.6915643016955, 0
TRPO_BAYRN,1571.9432723966931, 0
TRPO_BAYRN,1663.3518286792257, 0
TRPO_BAYRN,1676.8830636820114, 0
TRPO_BAYRN,1637.4355264025355, 0
TRPO_BAYRN,1638.6841969023392, 0
TRPO_BAYRN,1542.9506012025022, 0
TRPO_BAYRN,1598.3970718532346, 1
TRPO_BAYRN,1657.3727535584567, 0
TRPO_BAYRN,1619.5625976093088, 0
TRPO_BAYRN,1643.0307685923717, 0
TRPO_BAYRN,1632.0170095567616, 0
TRPO_BAYRN,1631.8161955049231, 0
TRPO_BAYRN,1653.453062465712, 0
TRPO_BAYRN,1618.4270093325345, 0
TRPO_BAYRN,1636.4816973236093, 0
TRPO_BAYRN,1645.5007775324004, 1
TRPO_BAYRN,1576.8083905739943, 0
TRPO_BAYRN,1601.5748144204892, 0
TRPO_BAYRN,1611.5179935269125, 0
TRPO_BAYRN,1648.1841808860297, 0
TRPO_BAYRN,1568.2246494646636, 0
TRPO_BAYRN,1644.7331763147192, 0
TRPO_BAYRN,1653.9996452930868, 0
TRPO_BAYRN,1659.4987446896382, 0
TRPO_BAYRN,1583.869987155192, 0
TRPO_BAYRN,1671.572041789058, 1
TRPO_BAYRN,1653.0745707946694, 0
TRPO_BAYRN,1652.6634115175798, 0
TRPO_BAYRN,1619.190394904632, 0
TRPO_BAYRN,1593.3083083815377, 0
TRPO_BAYRN,1636.9831099086293, 0
TRPO_BAYRN,1649.8156380084433, 0
TRPO_BAYRN,1602.5719759413714, 0
TRPO_BAYRN,1599.897601903316, 0
TRPO_BAYRN,1621.7726759026948, 0
TRPO_BAYRN,1660.1107740156765, 0
TRPO_BAYRN,1656.2541914906285, 0
TRPO_BAYRN,1602.733090239289, 0
TRPO_BAYRN,1615.2566974612503, 0
TRPO_BAYRN,1642.7662168835998, 0
TRPO_BAYRN,1611.5911746582458, 0
TRPO_BAYRN,1667.9002539594512, 0
TRPO_BAYRN,1646.3910270365309, 0
TRPO_BAYRN,1605.2620825155295, 0
TRPO_BAYRN,1630.1614843398709, 0
TRPO_BAYRN,1620.7269617878983, 0
TRPO_BAYRN,1620.9434801812836, 0
TRPO_BAYRN,1669.0127118721764, 1
TRPO_BAYRN,1677.869621207548, 0
TRPO_BAYRN,1633.6492891380801, 0
TRPO_BAYRN,1639.4887336468116, 0
TRPO_BAYRN,1637.8138675753648, 0
TRPO_BAYRN,1606.8070393943078, 0
TRPO_BAYRN,1621.5784787693035, 0
TRPO_BAYRN,1598.9313421160152, 0
TRPO_BAYRN,1631.3838471769961, 0
TRPO_BAYRN,1607.4397528422667, 0
TRPO_BAYRN,1620.1221489726595, 0
TRPO_BAYRN,1619.7801471635896, 0
TRPO_BAYRN,1638.0240654287488, 0
TRPO_BAYRN,1630.3543185868048, 0
TRPO_BAYRN,1679.2490981117503, 1
TRPO_BAYRN,1663.8541443937252, 0
TRPO_BAYRN,1638.3200741517337, 0
TRPO_BAYRN,1594.8864314814343, 0
TRPO_BAYRN,1648.9686231150167, 0
TRPO_BAYRN,1660.097052070723, 0
TRPO_BAYRN,1673.7742661684806, 1
TRPO_BAYRN,1642.837602014108, 0
TRPO_BAYRN,1584.5455941288014, 0
TRPO_BAYRN,1556.0735386572096, 0
TRPO_BAYRN,1639.669675060277, 0
TRPO_BAYRN,1658.104140501933, 0
TRPO_BAYRN,1663.3253867786882, 0
TRPO_BAYRN,1602.2676772708244, 0
TRPO_BAYRN,1647.658466337483, 0
TRPO_BAYRN,1609.889508094547, 0
TRPO_BAYRN,1609.98759678238, 0
TRPO_BAYRN,1640.583224980194, 0
TRPO_BAYRN,1560.9284922931447, 0
TRPO_BAYRN,1623.091618563092, 0
TRPO_BAYRN,1607.1337084606919, 0
TRPO_BAYRN,1569.7997624267607, 1
TRPO_BAYRN,1618.5949214029324, 0
TRPO_BAYRN,1596.6401250179363, 0
TRPO_BAYRN,1597.5819588271593, 0
TRPO_BAYRN,1604.9868637859777, 0
TRPO_BAYRN,1622.8974888519153, 0
TRPO_BAYRN,1651.9035400141963, 0
TRPO_BAYRN,1666.9863126797993, 0
TRPO_BAYRN,1617.5943456554178, 0
TRPO_BAYRN,1639.3365220093342, 0
TRPO_BAYRN,1604.5288838633237, 0
TRPO_BAYRN,1647.7609016635915, 0
TRPO_BAYRN,1590.8765607457012, 0
TRPO_BAYRN,1683.1720767194986, 1
TRPO_BAYRN,1640.9767478387928, 0
TRPO_BAYRN,1672.0310509833905, 1
TRPO_BAYRN,1612.462207863443, 0
TRPO_BAYRN,1581.599005544944, 0
TRPO_BAYRN,1613.6444259688556, 0
TRPO_BAYRN,1602.2536070014594, 0
TRPO_BAYRN,1663.974983653647, 0
TRPO_BAYRN,1605.7179868456124, 0
TRPO_BAYRN,1625.698644989686, 0
TRPO_BAYRN,1645.5068294855976, 0
TRPO_BAYRN,1643.4081474826587, 0
TRPO_BAYRN,1595.0650242041859, 0
TRPO_BAYRN,1626.2288797585088, 0
TRPO_BAYRN,1620.2390535474426, 0
TRPO_BAYRN,1633.361890829521, 0
TRPO_BAYRN,1615.5583508703537, 0
TRPO_BAYRN,1564.0147658417848, 1
TRPO_BAYRN,1637.5351984953481, 0
TRPO_BAYRN,1583.152438938795, 1
TRPO_BAYRN,1626.467720383682, 0
TRPO_BAYRN,1668.4183085219856, 0
TRPO_BAYRN,1590.9562836042576, 0
TRPO_BAYRN,1662.6096780679209, 0
TRPO_BAYRN,1634.2907921789542, 0
TRPO_BAYRN,1627.6307517373598, 0
TRPO_BAYRN,1560.8868712483595, 0
TRPO_BAYRN,1591.1582505773342, 0
TRPO_BAYRN,1643.1338687381215, 0
TRPO_BAYRN,1616.8340243359758, 0
TRPO_BAYRN,1650.9332002087715, 1
TRPO_BAYRN,1548.6513854701554, 0
TRPO_BAYRN,1604.1579003067743, 0
TRPO_BAYRN,1645.2687332803744, 0
TRPO_BAYRN,1626.4869038022016, 0
TRPO_BAYRN,1579.1006800199123, 0
TRPO_BAYRN,1584.851185504611, 0
TRPO_BAYRN,1649.2205587226729, 0
TRPO_BAYRN,1672.399461141692, 0
TRPO_BAYRN,1642.1520218207368, 0
TRPO_BAYRN,1649.974825776904, 0
TRPO_BAYRN,1612.5017422853946, 0
TRPO_BAYRN,1648.7387654198958, 0
TRPO_BAYRN,1643.8194682261953, 0
TRPO_BAYRN,1609.0769591218302, 0
TRPO_BAYRN,1643.932469709551, 0
TRPO_BAYRN,1632.1077155865494, 0
TRPO_BAYRN,1608.6032047341428, 0
TRPO_BAYRN,1653.5249807895354, 0
TRPO_BAYRN,1589.3929176977813, 0
TRPO_BAYRN,1611.2100656198586, 0
TRPO_BAYRN,1661.2155731678072, 0
TRPO_BAYRN,1597.5735161382895, 0
TRPO_BAYRN,1641.9267241833547, 0
TRPO_BAYRN,1650.7636618173435, 0
TRPO_BAYRN,1608.3470430236976, 0
TRPO_BAYRN,1611.0092443371552, 0
TRPO_BAYRN,1608.5722312404425, 0
TRPO_BAYRN,1646.11316876156, 0
TRPO_BAYRN,1673.302086087678, 0
TRPO_BAYRN,1598.5977490628566, 0
TRPO_BAYRN,1651.8459692114855, 0
TRPO_BAYRN,1595.7875369285941, 0
TRPO_BAYRN,1611.5246472127342, 0
TRPO_BAYRN,1572.9530364333486, 0
TRPO_BAYRN,1627.3533090110034, 0
TRPO_BAYRN,1599.9199998432755, 0
TRPO_BAYRN,1666.7739501071335, 1
TRPO_BAYRN,1662.2418745051507, 0
TRPO_BAYRN,1676.1628449874993, 0
TRPO_BAYRN,1619.7648623539958, 0
TRPO_BAYRN,1570.605707419549, 0
TRPO_BAYRN,1672.9534027918428, 1
TRPO_BAYRN,1564.4648998761709, 0
TRPO_BAYRN,1616.801952936477, 0
TRPO_BAYRN,1671.7707660123556, 0
TRPO_BAYRN,1619.5810061022078, 0
TRPO_BAYRN,1617.2010792491342, 0
TRPO_BAYRN,1639.669849705676, 0
TRPO_BAYRN,1651.4177625951838, 0
TRPO_UDR,1475.5873739655528, 1
TRPO_UDR,1504.158740483597, 1
TRPO_UDR,1506.2851259468157, 1
TRPO_UDR,1529.0906348004905, 1
TRPO_UDR,1473.5540478329303, 1
TRPO_UDR,1529.5044437452402, 1
TRPO_UDR,1471.3654924750376, 1
TRPO_UDR,1494.30732937081, 1
TRPO_UDR,1522.0409121825523, 1
TRPO_UDR,1471.4600777583998, 1
TRPO_UDR,1463.9367387804623, 1
TRPO_UDR,1511.7599095318924, 1
TRPO_UDR,1511.6943857115787, 1
TRPO_UDR,1535.932923544254, 1
TRPO_UDR,1525.6117506150388, 1
TRPO_UDR,1482.2393186677184, 1
TRPO_UDR,1488.8968378325374, 1
TRPO_UDR,1468.4139227451271, 1
TRPO_UDR,1497.0075642219913, 1
TRPO_UDR,1510.6463078588938, 1
TRPO_UDR,1484.6221154935004, 1
TRPO_UDR,1517.3652668082677, 1
TRPO_UDR,1465.3652093940937, 1
TRPO_UDR,1489.7123904927664, 1
TRPO_UDR,1470.6537033230318, 1
TRPO_UDR,1498.2894731971396, 1
TRPO_UDR,1512.6842287732504, 1
TRPO_UDR,1506.2604895439583, 1
TRPO_UDR,1529.4665635135048, 1
TRPO_UDR,1506.9584787847157, 1
TRPO_UDR,1526.9563038249669, 1
TRPO_UDR,645.8419235078946, 0
TRPO_UDR,1465.941402455097, 1
TRPO_UDR,1480.9773542279656, 1
TRPO_UDR,1494.8560660960138, 1
TRPO_UDR,1494.0930883360459, 1
TRPO_UDR,1521.4651470485778, 1
TRPO_UDR,1480.9650568571392, 1
TRPO_UDR,1498.7588461922878, 1
TRPO_UDR,1502.201930135165, 1
TRPO_UDR,1510.7594325247674, 1
TRPO_UDR,1515.115437216814, 1
TRPO_UDR,1519.9237656034313, 1
TRPO_UDR,1532.7642897730714, 1
TRPO_UDR,1476.3360834843916, 1
TRPO_UDR,1473.014599777422, 1
TRPO_UDR,681.2645663357189, 0
TRPO_UDR,719.5559344139147, 0
TRPO_UDR,1485.5471153479793, 1
TRPO_UDR,1504.2687100252137, 1
TRPO_UDR,1470.4034121670795, 1
TRPO_UDR,1515.2545790495933, 1
TRPO_UDR,632.6530956471465, 0
TRPO_UDR,1491.5696223677346, 1
TRPO_UDR,1508.4626675352933, 1
TRPO_UDR,634.9658513731854, 0
TRPO_UDR,727.2692253792565, 0
TRPO_UDR,632.9506575224345, 0
TRPO_UDR,1504.1853423985913, 1
TRPO_UDR,1505.2904821430418, 1
TRPO_UDR,1079.6013075468668, 0
TRPO_UDR,641.1843522810186, 0
TRPO_UDR,1502.8124431678043, 1
TRPO_UDR,1494.3011944747182, 1
TRPO_UDR,1509.8614797239406, 1
TRPO_UDR,638.707807017884, 0
TRPO_UDR,1511.5508529024235, 1
TRPO_UDR,1494.3098945601632, 1
TRPO_UDR,1537.100368034148, 1
TRPO_UDR,1530.4995932027462, 1
TRPO_UDR,1529.3419761369169, 1
TRPO_UDR,1481.135973212321, 1
TRPO_UDR,1499.155165491507, 1
TRPO_UDR,1502.244000202759, 1
TRPO_UDR,1523.3664760894642, 1
TRPO_UDR,1478.340743728112, 1
TRPO_UDR,1470.6401434069066, 1
TRPO_UDR,1100.5868515761247, 0
TRPO_UDR,1538.7352172776775, 1
TRPO_UDR,1468.5608669262217, 1
TRPO_UDR,1539.1377552243096, 1
TRPO_UDR,1463.5261913419033, 1
TRPO_UDR,1525.099586767109, 1
TRPO_UDR,1493.4018869793945, 1
TRPO_UDR,1530.5564738185844, 1
TRPO_UDR,1524.0666086983629, 1
TRPO_UDR,1486.941558809421, 1
TRPO_UDR,1496.9342653161355, 1
TRPO_UDR,1478.2451993470725, 1
TRPO_UDR,1495.3781837664633, 1
TRPO_UDR,1473.6984925025802, 1
TRPO_UDR,1491.7180793203127, 1
TRPO_UDR,1526.2178809973823, 1
TRPO_UDR,1486.2493309719807, 1
TRPO_UDR,1473.098790028226, 1
TRPO_UDR,1488.7427699007594, 1
TRPO_UDR,1474.7181112308986, 1
TRPO_UDR,646.2346634236754, 0
TRPO_UDR,1498.242746101694, 1
TRPO_UDR,1484.2104686123373, 1
TRPO_UDR,1528.0750021874424, 1
TRPO_UDR,1464.8590560854989, 1
TRPO_UDR,1498.1607771533897, 1
TRPO_UDR,1465.5193832595928, 1
TRPO_UDR,1490.9798004675688, 1
TRPO_UDR,1510.4487630260733, 1
TRPO_UDR,1512.0400088115225, 1
TRPO_UDR,1479.0515728085322, 1
TRPO_UDR,1511.2991056605304, 1
TRPO_UDR,1472.8895207383764, 1
TRPO_UDR,1475.8863911038202, 1
TRPO_UDR,1475.259458046142, 1
TRPO_UDR,1503.2600531553578, 1
TRPO_UDR,1528.9579716605392, 1
TRPO_UDR,1503.2372982668976, 1
TRPO_UDR,1505.435483066346, 1
TRPO_UDR,1466.6467036378815, 1
TRPO_UDR,1496.8698550200447, 1
TRPO_UDR,1483.3775945501043, 1
TRPO_UDR,1484.508301936677, 1
TRPO_UDR,1474.8423066150242, 1
TRPO_UDR,1521.219054389421, 1
