#{"t_start": 1657722338.7432427, "env_id": "CustomHopper-source-v0"}
r,l,t
1450.950852,500,155.870222
887.692236,292,156.112956
1423.52941,500,156.600366
1244.642758,388,156.981462
1354.937583,422,157.392362
1532.650975,486,158.094628
865.48773,248,158.268514
1511.799836,500,158.684683
1140.948811,374,158.97409
1221.528271,370,159.231681
917.868941,268,159.61067
1157.971193,358,159.851559
1058.350048,301,160.054903
890.969831,257,160.227525
682.947875,212,160.370694
1461.6054,500,160.707219
703.596358,217,160.853508
1454.420427,500,161.382974
1409.827074,500,161.723342
1472.31799,500,162.062215
1230.944658,370,162.312491
1464.013826,500,163.021466
1341.787826,500,163.542957
1430.474078,500,163.959337
1446.89569,500,164.355173
1459.124506,500,164.911703
1507.769267,500,165.248378
1052.703513,306,165.454405
1536.057801,500,165.805258
1005.424979,309,166.096865
1325.118374,377,166.669306
1043.959584,305,166.969294
1019.149659,302,167.242422
972.968376,296,167.522995
1229.687419,381,167.87008
1410.359108,500,168.252231
1525.521141,474,168.788628
959.675071,278,168.989982
1666.084097,500,169.337028
1612.863728,500,169.674188
1132.717101,340,169.906436
1139.828312,343,170.339375
1265.138824,368,170.58747
1564.530535,500,170.925557
1209.046132,350,171.162058
1497.533903,500,171.50032
976.361704,302,171.935998
1363.074568,418,172.307888
1587.221873,500,172.702673
1666.2407,494,173.059668
764.051051,226,173.224924
1616.503208,500,173.848616
993.841572,321,174.066
1186.105077,346,174.364351
1557.145363,500,174.735386
756.655594,225,174.955674
942.324188,291,175.244318
906.682609,287,175.764763
948.112228,301,175.981001
804.497529,240,176.147445
852.847509,247,176.324674
860.736376,249,176.506943
1317.281683,385,176.766
1390.084581,412,177.044515
850.343941,246,177.403619
988.067695,285,177.595605
1519.349961,500,177.933212
1553.286786,480,178.300425
854.227518,253,178.482333
1151.105591,338,178.729055
797.382565,239,179.092752
856.034254,254,179.266341
655.820286,201,179.404398
1449.765165,419,179.690126
899.150503,280,179.881684
785.763769,234,180.04205
857.380071,254,180.215675
1220.646993,347,180.650229
820.972778,241,180.815585
1025.307147,326,181.094544
1235.795329,369,181.346061
1528.175796,466,181.659881
955.479078,283,181.850814
1252.596922,394,182.307752
988.749085,286,182.505384
1417.698168,434,182.801229
1034.400261,298,183.003124
1105.319203,323,183.221709
1459.147086,500,183.56504
887.050727,253,183.956031
1534.734032,500,184.404857
1190.665614,359,184.724804
1192.782001,363,185.055156
1304.100464,401,185.415215
1431.525212,500,186.187359
1454.281772,500,186.663467
877.019057,262,186.908164
1436.693351,500,187.36153
1592.796731,483,187.799669
1056.334194,320,188.337987
1010.152222,322,188.586016
1612.414477,500,188.927249
1351.735604,387,189.189088
696.057161,209,189.331376
700.314846,210,189.473825
808.639526,232,189.822912
464.039912,153,189.927818
1484.247215,438,190.223879
1518.586694,500,190.561321
1020.236937,318,190.775449
964.025482,313,190.987135
1191.303694,354,191.434168
845.597188,252,191.604483
1319.653402,391,191.867753
983.865145,281,192.057211
853.010047,243,192.220683
733.95264,218,192.368603
718.875954,216,192.514251
1588.37335,500,193.045739
1581.970676,500,193.382953
936.457294,281,193.572833
1334.82077,394,193.837553
1543.652336,500,194.188213
1336.138656,399,194.663203
794.793379,233,194.820447
1046.368788,299,195.022088
990.397702,284,195.213449
1668.256684,500,195.54967
622.851414,191,195.678452
816.170269,242,195.840824
1132.783933,338,196.263639
676.10074,202,196.400748
573.728536,177,196.520953
426.769709,157,196.627733
1138.878291,318,196.842359
1265.694823,356,197.081506
1108.810138,310,197.29069
703.658165,214,197.435093
1518.63095,500,198.042935
722.839502,218,198.197979
1216.507676,354,198.458354
1614.900417,466,198.783983
1686.093324,500,199.121
937.627309,264,199.497328
1352.920245,380,199.754335
737.273159,224,199.905715
1279.10973,360,200.150098
1337.713783,413,200.429765
1605.404662,500,200.958936
863.626947,245,201.125333
1063.211426,317,201.339267
1040.211187,288,201.53353
1036.85201,308,201.74105
1164.18723,358,201.98254
816.127948,239,202.144598
723.085922,213,202.28869
1113.461509,330,202.703664
1012.325492,305,202.909613
989.023604,284,203.121748
1167.687084,348,203.365759
1000.757848,309,203.575296
672.452846,201,203.725578
707.58304,215,203.878374
994.945816,301,204.278763
1250.282543,373,204.530178
1647.982729,496,204.866988
1201.804974,363,205.113628
1154.315134,336,205.342345
734.147112,222,205.492556
802.975238,252,205.883828
1289.107636,377,206.143469
1118.902266,319,206.366215
1152.326058,341,206.597763
1099.12026,318,206.811733
728.548879,221,206.977795
978.261866,276,207.372778
1607.964667,500,207.74584
1612.897928,500,208.089541
841.724749,257,208.26587
1514.377134,500,208.61185
1531.671549,500,209.196142
1139.512115,322,209.438389
993.777842,288,209.635512
670.06909,200,209.772722
699.957764,209,209.915137
792.267071,229,210.069674
1005.129225,292,210.268287
1650.59678,500,210.80479
849.760385,244,210.970589
1004.796306,308,211.183759
971.244786,277,211.371777
1547.227807,431,211.667223
1114.669928,322,211.894005
839.227156,244,212.060663
683.844064,210,212.39765
1568.659299,449,212.709641
1518.537259,500,213.059114
1082.668928,316,213.274342
1421.297786,500,213.613401
935.536272,274,213.992055
1222.344824,361,214.235335
1573.141172,500,214.575577
738.992653,221,214.724722
1627.593917,500,215.061277
1283.595867,386,215.51492
727.693448,218,215.662884
1530.579971,500,216.001378
1467.352136,428,216.292511
1389.943452,402,216.563917
1028.740387,310,216.772931
1538.334966,500,217.372129
1667.396894,500,217.8091
1314.987514,368,218.130467
1720.058648,500,218.570169
1089.993751,315,219.114437
1247.981963,345,219.424131
979.521415,278,219.677091
1600.460965,454,220.087151
1631.245907,500,220.487016
1474.917052,500,221.195537
1157.442805,323,221.45217
708.266424,219,221.624958
1562.664364,500,221.974478
1664.535687,480,222.300182
1264.579186,364,222.547464
1265.034688,355,222.978813
1184.401688,324,223.197203
1078.58184,307,223.405261
992.920925,283,223.596421
1522.330839,432,223.886789
1128.66445,318,224.10077
1506.382892,500,224.63011
1587.931844,500,224.967204
1094.9538,310,225.176535
814.778939,239,225.338112
1622.348673,500,225.676163
1492.279064,419,226.150237
1246.481691,354,226.388958
1012.512058,288,226.582857
1749.826246,500,226.918045
1252.210077,353,227.155439
988.681294,286,227.538482
1540.150016,500,227.875502
727.456751,215,228.020914
1466.918797,500,228.358003
1579.676149,500,228.694763
1004.189508,301,229.0881
1519.983347,500,229.425011
1282.797422,362,229.683598
1532.333852,500,230.0253
1001.744254,287,230.218613
1528.262807,424,230.71447
1569.538933,500,231.068436
1624.723946,500,231.405767
1312.989198,382,231.662207
1578.06435,500,231.998831
1586.933783,500,232.526933
1624.376984,500,232.863511
955.369168,274,233.047445
970.216197,283,233.238428
1525.160957,453,233.542757
1523.350091,500,234.070264
682.178185,214,234.215454
1023.945385,301,234.417854
1031.074918,294,234.61592
1576.331366,500,234.952808
983.341392,272,235.136149
1260.189233,350,235.563
1596.794171,500,235.897858
1320.434292,375,236.149246
1596.057031,500,236.485531
1561.002853,500,237.011596
1608.312726,500,237.348381
1019.38496,284,237.540402
1328.230725,385,237.798891
594.860041,182,237.921682
993.288278,306,238.127498
1290.174205,364,238.564707
610.154856,187,238.690989
1125.084939,336,238.916672
1385.294257,412,239.193396
979.636495,287,239.386519
1620.482064,500,239.721799
1667.659224,500,240.249131
1681.261599,500,240.584812
778.895201,245,240.750207
1680.121174,496,241.082921
1057.859855,292,241.278695
1524.454137,440,241.765058
1600.655676,500,242.10061
899.652054,260,242.276696
1298.797135,379,242.53176
1589.820237,461,242.842713
1613.694319,500,243.370472
1579.9859,500,243.705857
1021.283062,297,243.906253
1545.255856,459,244.215752
998.473553,276,244.4015
934.871203,271,244.58357
1303.97623,374,245.026745
1145.533292,322,245.243168
1574.397414,464,245.555832
710.979669,220,245.704329
1293.054403,369,245.952939
1640.696486,500,246.481789
1577.839304,500,246.818629
1501.189637,500,247.155436
1503.165174,500,247.493316
1604.583201,500,248.021778
661.560464,203,248.158646
1148.802688,321,248.374805
989.85544,285,248.566858
700.139727,211,248.709114
628.848062,190,248.837257
858.595047,252,249.006973
1143.284497,323,249.223339
1494.874007,433,249.705123
910.751994,264,249.882634
1254.751699,370,250.135362
718.233081,221,250.28767
1563.100309,458,250.622347
1629.685705,500,251.251135
1628.027643,500,251.6454
991.529611,293,251.845305
1631.047236,500,252.186461
1349.074852,379,252.454188
1260.748524,364,252.713011
1013.518851,291,253.135079
1041.931112,301,253.339396
1597.946267,500,253.676424
1622.96234,500,254.013332
1647.866337,479,254.531978
1632.933035,500,254.871439
1592.754995,500,255.21102
1567.681888,500,255.551578
1655.102199,500,255.893398
1554.977025,500,256.471366
1476.429948,422,256.757415
1028.894447,302,256.961493
1035.479903,294,257.16115
1658.069498,490,257.506076
1706.991464,500,258.06926
1469.322161,430,258.392568
1001.960301,293,258.61644
1233.146524,354,258.85646
1546.626004,500,259.197993
1644.371342,500,259.734207
819.583815,238,259.896728
1606.900482,465,260.210376
928.798163,265,260.39039
993.639982,278,260.577918
1629.427395,472,261.093145
712.132294,221,261.243542
1744.381513,500,261.592825
1058.999577,311,261.818136
1582.577702,500,262.17198
1670.990822,474,262.73438
1606.686563,500,263.120822
1049.353188,299,263.331038
1018.803388,293,263.529209
1511.102956,500,263.867432
1588.437421,500,264.41434
1203.914183,350,264.652567
1345.097061,392,264.919077
1300.412907,376,265.19989
1193.567822,342,265.465504
747.584234,226,265.619153
1360.049465,390,266.084444
1532.293008,417,266.367507
1623.817269,500,266.717873
1593.743959,500,267.07352
1539.73362,421,267.383429
1679.343221,500,267.95158
1601.981615,500,268.292784
1528.741082,427,268.584231
1612.097949,500,269.038864
860.208602,251,269.555779
1585.024421,448,269.859988
1639.666968,463,270.173845
615.869662,187,270.302053
888.328812,255,270.489908
1666.047546,500,270.867368
1140.57064,318,271.278402
1414.894351,398,271.546675
926.431355,264,271.72619
1136.925152,315,271.940524
1287.30346,355,272.180982
1034.294353,289,272.376529
1587.382463,500,272.909241
1597.504192,500,273.248065
1354.072939,382,273.506065
1761.37514,500,273.842438
1634.344404,500,274.375179
1590.967997,500,274.712519
1596.632066,500,275.05027
1552.858141,500,275.388619
1484.327234,421,275.672951
1679.717082,500,276.204853
1087.051183,307,276.412161
1602.977607,500,276.749136
1328.962551,381,277.006425
1442.992575,403,277.47419
1609.984025,500,277.812182
1620.078663,500,278.150107
1683.557077,500,278.488144
1592.46656,454,278.794264
1259.432571,361,279.233283
1628.357283,500,279.572241
719.62302,218,279.719653
1665.177897,500,280.057006
1195.545455,335,280.284122
1628.062958,500,280.832486
1586.126257,500,281.173579
1412.52263,404,281.447192
1674.508455,500,281.785146
1194.548363,327,282.00736
1637.260581,500,282.539712
1218.555192,329,282.761462
700.715435,210,282.903148
734.173516,220,283.051423
732.211735,220,283.200233
1597.757778,500,283.537463
1353.374769,394,283.997771
1606.078448,500,284.336026
1610.065507,500,284.673364
1366.866661,383,284.930741
1127.298147,314,285.142235
1607.174774,500,285.676201
1632.820166,500,286.012698
1621.594654,500,286.351965
1595.382531,500,286.689002
1498.247717,419,287.16466
857.860792,245,287.330394
1618.492058,500,287.666069
1250.136657,343,287.896433
1676.015966,500,288.235413
953.460498,268,288.642421
1035.48151,290,288.897622
878.338783,251,289.126689
1734.538041,500,289.507742
1283.586575,342,289.786705
1622.711346,500,290.140276
1624.803437,500,290.675911
1051.329556,301,290.878699
695.042513,208,291.019078
1043.425679,291,291.214709
1581.559209,500,291.551505
691.164645,209,291.692681
1724.217117,500,292.22094
1443.239766,400,292.490391
1742.447393,500,292.826549
1057.073305,303,293.030339
1059.327002,294,293.228251
1442.244494,404,293.694833
1069.471826,304,293.899588
1556.746595,427,294.187886
1552.133543,433,294.482657
1776.908484,497,294.854207
907.332591,256,295.231963
1245.094797,341,295.46268
1602.608497,478,295.785497
1669.963298,500,296.121731
1102.842373,314,296.333464
1041.209367,297,296.728543
1664.546397,500,297.065361
1141.316413,326,297.285386
1499.823493,413,297.563107
1650.177824,500,297.898669
1623.989374,500,298.454428
1638.118674,500,298.818366
1338.530732,408,299.114474
1726.984002,500,299.455576
1662.243606,500,299.985747
1623.427596,500,300.323585
1648.134293,500,300.671763
1609.036682,500,301.014056
1044.779645,292,301.215219
1743.222697,483,301.737783
1325.77262,360,301.980188
1300.451726,353,302.223177
1607.499816,500,302.562675
1657.401238,500,302.904677
1597.21633,500,303.442732
1101.705399,305,303.652204
941.726563,290,303.848684
1615.022178,455,304.157367
1643.12941,481,304.485622
1710.172467,500,305.044389
1212.358211,333,305.295025
993.75214,288,305.494835
976.504632,271,305.688374
900.866208,256,305.877002
1064.345679,296,306.086751
1538.607374,427,306.575458
1070.668541,298,306.78013
1623.338301,500,307.153672
1020.097874,279,307.35468
990.967941,275,307.573354
1216.845977,333,307.816542
1691.641083,469,308.354201
1328.317342,370,308.634708
961.073266,272,308.821026
1724.56608,500,309.177411
1226.874726,349,309.434822
1621.951884,467,309.947881
1321.888625,356,310.187852
1020.993122,284,310.380989
1060.910778,290,310.58507
1626.640384,500,310.922364
1021.526992,289,311.117411
1386.348323,385,311.57022
1034.251021,290,311.764865
1611.074745,500,312.105174
1143.660763,309,312.313058
1200.940817,330,312.536666
1189.658185,330,312.959573
1636.90253,500,313.30302
1625.414402,500,313.641086
1389.840879,379,313.89597
1613.727395,500,314.232205
1631.960678,500,314.764609
910.23262,251,314.933202
1134.970633,306,315.138799
1324.073093,362,315.381873
1028.925739,279,315.569152
1599.580754,500,316.10133
1609.364649,500,316.437619
1621.821834,500,316.773689
1663.187602,500,317.110077
1652.976857,500,317.641507
1020.430104,289,317.836815
1619.822437,500,318.173289
1592.908212,500,318.51098
1582.051806,500,318.847852
1604.346513,500,319.380737
1622.096993,455,319.685187
1611.129764,500,320.024123
1323.454859,365,320.269122
1260.492678,346,320.501186
1706.816973,500,321.027811
1013.170245,285,321.218654
967.007555,266,321.397439
1095.018984,299,321.597888
1118.506163,308,321.804859
1018.763592,286,321.996461
835.306803,241,322.158737
1067.555894,300,322.551998
938.765655,260,322.727414
979.422205,270,322.908711
966.253055,267,323.08798
1022.446909,279,323.299816
1163.706901,316,323.552846
1189.242711,334,323.77718
1104.519145,316,324.181519
1000.934354,279,324.369676
1622.425454,500,324.706192
1384.396479,378,324.960427
1590.153586,437,325.253803
742.353047,228,325.599883
1699.402869,500,325.936166
1609.443455,500,326.272202
1619.541447,500,326.60887
1292.526443,355,326.847238
990.591266,274,327.222826
1061.420469,292,327.419825
1086.5334,295,327.61816
1657.817495,500,327.954634
1127.391069,314,328.166641
1319.723696,364,328.411389
1617.836025,500,328.940297
1613.901757,500,329.277672
1144.382634,310,329.485761
1059.746189,289,329.679994
1602.875842,500,330.015883
1375.92903,383,330.465365
1129.930456,313,330.67619
1635.101173,500,331.016508
1219.513122,334,331.240739
1299.635456,349,331.474999
1051.038467,305,331.870787
1600.234809,500,332.207078
1670.691397,500,332.544153
1785.247312,500,332.879092
1626.987486,500,333.406692
1648.441032,500,333.744559
1099.38607,300,333.947023
1604.210416,500,334.283919
1090.333789,298,334.483799
1636.245674,500,335.029095
1625.283118,500,335.373238
1612.174681,500,335.710891
1027.775527,278,335.897743
902.602209,251,336.066052
1647.506739,500,336.594103
1168.674864,311,336.803788
1028.39265,284,336.995081
1821.491911,499,337.330523
1009.028023,276,337.516239
1623.736079,465,337.872281
1634.294287,500,338.419473
1138.771427,309,338.626572
1149.487896,313,338.835968
1797.638786,500,339.169878
1667.250609,500,339.506837
1679.115723,500,340.0337
1003.618016,273,340.217122
1650.297849,500,340.554185
1634.266407,500,340.890392
1671.727735,500,341.454369
1614.94935,500,341.795322
868.352898,246,341.96232
1113.513418,305,342.167852
1072.913963,294,342.365767
1653.584392,500,342.701642
1071.453224,295,343.092878
1804.855931,481,343.417418
1802.023492,488,343.745962
844.381764,239,343.907403
1653.625452,500,344.24565
1721.518167,500,344.774692
1263.827859,335,345.036721
996.755692,277,345.239967
1679.334182,500,345.615514
1672.460147,500,345.955254
1651.24773,500,346.491833
1670.394141,500,346.830128
1024.10699,283,347.02217
1479.825068,401,347.292927
1661.781776,500,347.822544
870.303682,243,347.98704
1253.290974,338,348.215567
1232.79839,326,348.435664
1340.896371,357,348.67521
1352.248851,368,348.952712
1661.804486,500,349.546774
1630.75734,500,349.892743
763.826355,235,350.070761
1029.09614,281,350.262069
1665.473511,500,350.599208
1655.765208,500,351.12711
1045.578921,294,351.326364
1643.854559,500,351.663364
1633.617018,500,352.000582
794.543279,231,352.156862
1034.005937,284,352.34903
1218.413734,327,352.761446
741.796998,231,352.918465
1506.843982,412,353.196692
1654.074224,500,353.535235
1651.474336,500,353.87373
1653.245538,500,354.403044
968.717729,272,354.587181
901.913364,252,354.757867
1635.72358,500,355.095397
1297.110794,343,355.32755
1224.747715,327,355.548011
1326.886649,361,355.982739
1326.784225,387,356.244686
724.185206,217,356.39118
1682.7967,500,356.727362
1715.512502,500,357.063568
1653.401097,500,357.593723
1592.442079,442,357.89177
736.900808,219,358.039855
1608.522019,500,358.377961
1647.531235,500,358.715365
1315.768916,351,359.143508
1212.05663,324,359.362019
1044.132243,291,359.558197
1021.498438,279,359.746147
742.417044,221,359.89524
1639.862706,500,360.231667
788.946326,229,360.577677
1622.5906,500,360.915625
693.116916,207,361.056036
964.961485,266,361.235724
1595.310977,500,361.57344
1534.080712,411,361.850511
1007.828322,305,362.248177
1083.477999,303,362.452766
1623.949156,500,362.790377
1610.304599,500,363.128271
1631.418437,500,363.65935
1627.533299,500,363.9971
1653.980205,500,364.335288
1579.023756,500,364.672522
1626.09975,500,365.009642
1628.506059,500,365.538111
1606.860969,500,365.874251
1635.086745,500,366.214034
1662.71621,500,366.565243
1770.309396,488,367.091644
770.662324,250,367.27732
1767.640609,500,367.653238
1620.703786,500,368.031454
1510.901903,417,368.522765
1662.927107,500,368.890294
1635.277304,500,369.235828
1289.394183,339,369.488743
1350.89118,384,369.760446
1632.56712,500,370.326608
1662.816906,500,370.669256
1646.972101,500,371.046464
1639.534511,500,371.388464
1635.785756,500,371.993154
1045.297347,291,372.195376
1706.619168,474,372.514746
1660.980808,500,372.850619
703.713652,220,372.999611
1327.148174,373,373.251208
1045.402982,286,373.636758
1330.835217,371,373.885598
1303.224239,363,374.13381
1630.867179,500,374.474102
1779.709714,500,374.809911
1050.871748,295,375.199516
1426.329676,394,375.464432
1801.000982,490,375.793474
1652.037907,500,376.134572
1731.630911,489,376.660271
994.118394,275,376.853742
944.891166,262,377.029726
701.431946,208,377.171005
1303.93752,364,377.452586
1461.865784,398,377.725387
1183.286599,320,377.945455
488.722786,161,378.275105
1150.486974,317,378.496296
1669.252664,500,378.835411
1594.907993,500,379.172325
1689.800231,500,379.510373
1530.364674,466,380.015214
1036.962482,285,380.206828
702.643749,214,380.350547
691.382142,217,380.499748
1039.250576,297,380.699394
1611.889998,500,381.036379
1594.986277,500,381.569339
1616.48335,500,381.907921
1015.623323,297,382.108536
1616.111482,500,382.447683
1246.961128,332,382.671463
1093.577169,300,383.076321
1702.551692,500,383.437678
1688.026607,500,383.777569
1598.050069,500,384.155451
1571.034446,500,384.695507
1009.229156,290,384.891929
1405.880825,392,385.158174
1190.453672,341,385.388372
1603.21452,500,385.763011
861.918402,248,385.952906
1623.775577,500,386.484082
1003.97238,295,386.683241
1616.210058,451,386.99198
1468.139581,412,387.268404
1017.985023,283,387.459207
1069.7365,299,387.659626
1050.252061,299,388.051491
1769.112502,500,388.387563
944.048251,269,388.569413
1257.416127,349,388.804246
1610.321156,500,389.141812
895.12944,257,389.511071
1591.249619,500,389.848542
1061.66593,296,390.048555
1025.820501,295,390.24685
1700.148326,484,390.575729
1122.055524,312,390.795418
1682.31597,459,391.328321
1109.226015,316,391.543413
1649.61451,500,391.907904
1564.776425,500,392.334337
1181.385667,371,392.832475
1616.828129,500,393.184135
1607.107993,500,393.535097
998.666599,286,393.729376
1632.122751,500,394.067413
1546.418394,500,394.60137
1549.805079,500,394.947348
1326.7648,379,395.202696
1599.964047,500,395.543198
1662.788269,500,396.087196
736.045119,220,396.247179
1001.418319,278,396.444662
1625.753852,500,396.821115
1546.725561,432,397.134608
724.886259,216,397.30194
807.367229,234,397.482926
1301.225649,369,397.926438
1201.146972,325,398.145138
1585.688467,500,398.482878
835.634526,242,398.646683
1615.449319,500,398.982708
1615.993021,500,399.514975
1642.3466,500,399.852109
1652.354192,500,400.190552
1650.51443,500,400.527292
1750.532864,500,401.072646
1186.715312,329,401.294021
1641.203418,500,401.630111
1681.193204,500,401.968723
1606.023707,500,402.501261
1030.290362,308,402.708529
1543.453043,500,403.045162
1109.723637,311,403.25389
1642.381599,500,403.589584
