#{"t_start": 1657721762.1764545, "env_id": "CustomHopper-source-v0"}
r,l,t
1350.510364,390,223.112183
809.040461,236,223.272308
868.041311,260,223.448136
1205.357008,355,223.687929
1010.160726,298,223.890254
1645.26312,500,224.227613
912.111701,271,224.411211
876.89401,252,225.470237
1646.451103,500,225.8078
982.586707,281,225.998101
1567.862336,500,226.336387
1633.013305,500,226.674319
921.909901,263,227.740483
1570.216509,500,228.078094
1588.615655,453,228.383654
1242.079001,356,228.624104
1278.690488,362,228.868918
1695.947363,500,230.097663
1259.052249,363,230.34294
755.912662,219,230.490831
874.848067,251,230.659894
711.641183,204,230.797696
1573.688529,500,231.134577
744.870894,213,232.166326
1313.455112,368,232.414447
1069.566469,302,232.61822
688.098723,203,232.755371
1612.045981,500,233.092339
1480.802454,500,233.431235
593.013581,178,234.439897
783.260514,223,234.590427
1568.774295,500,234.928341
848.073068,241,235.091089
1000.558337,284,235.282493
1617.082179,500,235.620662
1716.675166,500,236.861958
1635.834397,468,237.178636
970.710731,279,237.367144
1653.389821,500,237.7044
1418.780947,402,237.975884
1020.721875,291,239.069489
1617.995533,500,239.407505
962.254482,278,239.59537
1589.067934,500,239.934369
1195.013642,340,240.163612
1624.535853,500,241.391859
1587.459024,500,241.728915
1450.100603,414,242.008142
1309.981483,379,242.263833
1649.388687,500,242.600226
1044.353693,292,243.68483
1656.84994,500,244.02284
1727.971015,500,244.360914
1625.076194,459,244.669676
1428.512924,402,245.846104
1626.23368,500,246.184232
1409.434444,401,246.454823
1662.9931,500,246.792151
1760.920126,500,247.130188
1634.880938,500,248.373183
1627.192614,500,248.710771
936.301271,270,248.893364
921.207677,261,249.069391
1492.870486,424,249.354581
1605.115917,500,250.596953
1563.089949,500,250.935686
1615.828772,500,251.272839
1588.683663,500,251.610181
1592.167517,500,252.835764
1493.98231,500,253.172958
1564.00232,500,253.51075
1527.231581,500,253.849043
1496.155098,500,255.07633
1590.374338,500,255.413205
1591.458119,500,255.751327
1422.314892,500,256.089806
1081.669645,305,256.29529
1607.849869,500,257.519034
1563.006544,500,257.856352
1624.02576,500,258.193753
1610.564729,500,258.530482
1159.887383,341,259.649301
1589.150347,460,259.960027
908.148204,276,260.146445
1089.742643,312,260.356922
1599.053412,500,260.694816
1089.30914,314,261.794445
921.691372,277,261.981989
1676.44338,500,262.319539
1596.199792,500,262.657802
619.694538,180,262.779646
1604.287329,459,263.089113
1673.252216,500,264.31371
1627.353622,500,264.651582
1660.966384,500,264.988835
842.756635,235,265.147501
842.328695,245,265.313088
664.800524,193,266.333717
1205.126213,334,266.559498
1676.796014,500,266.897516
1385.752111,394,267.165933
635.739999,193,267.296359
1600.460359,500,267.633294
1203.377284,340,268.75062
1731.616533,500,269.087794
1071.9193,317,269.301328
1636.288649,500,269.638585
862.41362,253,269.808933
1658.026102,500,271.033555
1716.671611,500,271.370378
1225.620397,354,271.608487
942.77784,267,271.788132
1677.913629,500,272.124926
1132.415225,326,273.231687
929.609334,270,273.41367
1133.467314,328,273.635128
887.200161,261,273.8111
947.525642,285,274.003637
927.940513,276,274.189639
1669.302184,480,275.417679
890.192858,264,275.596284
1484.48377,423,275.881909
1133.265552,320,276.098215
1631.19869,500,276.436228
941.591063,275,276.621971
1039.107447,295,277.72663
1224.623236,353,277.964776
947.288545,275,278.15029
1538.900635,446,278.450162
1484.41518,430,278.739956
1128.13603,324,278.959099
1135.463072,322,280.081719
1601.250209,500,280.419724
1584.836685,500,280.75761
1075.380773,308,280.966274
1661.857534,473,281.285291
1676.546898,500,282.527641
1625.925235,500,282.864512
1475.832322,500,283.201735
1589.163736,500,283.539036
1576.653622,500,284.783399
1410.511967,401,285.054585
1586.804162,500,285.392036
1608.374396,500,285.730139
1568.534989,500,286.971898
969.304418,280,287.161187
1709.489239,500,287.497714
706.679091,212,287.640571
1708.559378,500,287.978425
1620.219793,500,289.221235
1609.782656,500,289.558054
1602.391541,500,289.895433
1570.938683,500,290.233378
1616.796383,500,291.463366
859.013906,246,291.63006
652.500471,195,291.761586
637.138555,187,291.888291
854.733389,244,292.053015
1399.419816,394,292.318461
1406.232131,395,292.584296
669.999611,205,292.722298
1067.927405,300,293.813087
1058.982227,302,294.016801
859.892761,244,294.181337
837.925966,240,294.3435
923.5749,262,294.520248
657.354806,197,294.653482
995.179449,285,294.846344
729.563843,217,294.992743
1229.198314,352,296.120624
900.774184,255,296.293594
1305.863834,370,296.54327
969.513446,282,296.73346
1193.516773,341,296.963624
902.097111,266,297.143294
950.883988,280,298.23807
917.776578,263,298.416084
1294.361242,372,298.666737
1136.094799,339,298.895686
976.812526,282,299.085766
937.761292,261,299.26223
919.198683,261,299.438663
1698.756345,477,300.666102
1254.627669,365,300.912854
1107.367515,308,301.12054
1708.217747,500,301.458417
1745.328446,500,301.795864
1514.870808,500,303.024707
1228.668578,348,303.259874
1559.205902,500,303.597548
1634.801989,500,303.935347
1594.621645,500,305.160983
768.883378,213,305.304957
1649.687363,500,305.641808
1656.084629,500,305.979474
1138.404042,320,306.194936
1625.261451,500,307.419635
1567.087055,500,307.757393
1606.496339,500,308.095794
715.432606,209,308.236705
1562.064607,500,308.573331
1574.621531,500,309.800101
839.623073,239,309.962063
1570.873299,445,310.262208
1355.891347,383,310.519784
1590.913654,500,310.857248
1602.628967,500,312.08352
1653.395094,500,312.421568
1632.691254,500,312.758683
1608.814522,500,313.096309
1532.521751,433,314.27543
1715.905013,500,314.611612
976.31333,278,314.799196
1467.421957,416,315.080181
1400.165045,396,315.346827
943.050972,264,315.524102
1609.826352,500,316.750189
1657.282852,500,317.088584
1255.338628,353,317.327353
1206.146424,346,317.56145
997.521939,275,317.746654
1671.281541,500,318.974177
1299.859791,404,319.246864
1355.030006,391,319.510754
1088.574506,305,319.715923
1643.037179,500,320.053802
91.835191,52,320.978388
1584.947138,500,321.315516
1576.375733,500,321.652297
844.296229,236,321.811438
117.73052,61,321.85402
895.066556,256,322.02649
1592.848829,500,323.251558
1639.934236,500,323.588783
1649.134464,500,323.92616
1730.852192,495,324.260202
1695.964972,500,324.596577
1571.289202,500,325.824694
900.601496,263,326.002625
828.343596,232,326.15931
749.715518,215,326.304483
1656.021018,500,326.642215
1638.587627,500,327.86974
922.018985,257,328.043587
714.94727,205,328.181918
931.652861,267,328.361949
1174.675187,327,328.582259
1657.790377,500,328.918628
764.765754,218,329.065781
1198.539584,333,330.178144
1595.842834,500,330.515448
781.618891,218,330.662837
1265.848808,357,330.903318
1590.93149,500,331.240897
1602.542995,500,332.467044
1655.771146,500,332.804715
1667.62096,500,333.142404
1068.540817,296,333.3421
812.889577,226,333.494345
1187.859839,337,334.608283
1777.815691,500,334.946197
1254.076802,367,335.194366
1633.845993,500,335.532993
1579.982267,500,335.886943
1668.491391,500,337.166543
1626.761271,500,337.507922
934.332807,262,337.6851
1568.555338,500,338.022771
1676.270895,500,339.271907
1350.710935,377,339.527653
1014.245103,280,339.717413
1594.543233,445,340.017694
797.946425,233,340.175511
1253.925172,350,340.411306
890.98104,247,340.577915
1656.691507,500,341.826339
1503.98415,422,342.111072
943.182231,267,342.291266
1361.212199,382,342.54858
797.279796,223,342.699402
1328.131257,376,343.862949
726.469898,211,344.006237
1343.215621,373,344.258811
847.319625,235,344.418161
765.913449,218,344.565612
932.74014,256,344.738514
1042.246145,293,344.93679
668.897574,201,345.072734
1530.190818,434,346.275025
809.875111,227,346.428359
1658.617884,500,346.765712
829.791037,230,346.921854
1537.829649,426,347.209636
1141.661979,317,347.424261
956.165307,263,348.511908
995.406678,279,348.700088
842.1786,240,348.862401
768.265218,213,349.006866
1038.281353,292,349.204579
634.160015,187,349.331344
1098.258128,315,349.544036
1024.544274,287,349.737441
626.865355,187,350.773646
959.387069,266,350.953488
930.793547,253,351.124314
1623.014977,500,351.461384
1631.89899,500,351.79881
1611.056991,500,353.056634
935.064876,253,353.229552
1647.304389,500,353.567371
1613.450618,500,353.905367
616.683306,183,354.029252
690.631636,196,354.16099
1158.306204,320,354.376251
191.432335,86,355.349048
1619.785137,500,355.68874
1590.071536,500,356.027757
767.632921,218,356.174859
1592.242569,500,356.511838
677.640827,191,356.640565
716.769214,208,357.690366
1584.686894,500,358.029656
1633.763353,500,358.366645
178.426941,81,358.422154
1585.743906,500,358.759381
1608.350371,500,359.98432
1626.513671,500,360.321727
1663.830057,500,360.658577
191.669299,86,360.717276
168.819022,79,360.771039
1611.766021,500,361.10887
1657.147891,500,362.337381
1647.331587,500,362.674538
1655.207691,500,363.013335
859.29816,243,363.176765
763.365949,214,363.320693
1645.532363,500,364.550312
1636.651081,500,364.89902
1644.298545,500,365.239254
1313.037595,366,365.488231
1664.634421,500,366.721016
970.045487,261,366.89757
905.381823,259,367.072406
709.18388,211,367.215056
806.397176,225,367.366893
1608.741934,500,367.703708
635.543021,194,367.834855
1004.355178,284,368.026299
811.514307,234,369.073082
741.455476,216,369.219444
1529.577425,438,369.514712
1638.831766,460,369.824583
930.511329,261,370.000947
1548.592222,443,370.299428
1218.712109,340,371.415931
1676.930672,500,371.754035
1164.531903,329,371.977126
596.359053,178,372.097772
1223.954872,353,372.33555
1657.260309,500,373.709619
1012.001764,288,373.990725
1647.55385,500,374.4439
1582.213346,440,374.794566
1329.368016,376,375.084718
1556.782496,500,376.431815
1548.039672,500,376.830088
1553.034195,500,377.196008
1635.018382,500,377.589852
1652.802839,500,378.961892
1620.14773,500,379.319833
1593.628612,500,379.67414
785.022771,245,379.842698
1085.94034,302,380.050069
1643.576975,500,381.286843
1455.412168,408,381.566258
193.181001,88,381.628523
701.190391,200,381.76449
928.352622,261,381.943948
1708.441276,500,382.286834
956.573723,265,382.470204
1491.324647,418,383.716143
1050.103284,295,383.954007
1111.539978,307,384.189182
1587.408577,500,384.548181
942.099693,267,384.736733
1731.208964,480,385.064349
969.639092,278,386.215516
1576.819131,500,386.556752
1605.50663,500,386.895458
1632.695232,500,387.235594
1495.507771,426,388.492893
696.470857,206,388.633451
533.20447,187,388.762497
772.916961,226,388.915911
1725.956318,500,389.257606
1008.33754,286,389.455587
522.869271,179,389.578219
766.507616,245,389.744328
1538.457991,444,391.120326
512.534709,174,391.252872
1652.722682,500,391.619766
485.293393,157,391.733951
1665.643497,500,392.081914
965.659882,271,392.2655
695.665495,213,393.354039
1657.715777,500,393.693033
1265.701143,362,393.939255
954.159277,267,394.119446
1609.791557,448,394.423359
1486.834272,428,395.672701
1614.825758,500,396.010458
1539.42798,444,396.339044
1308.882051,369,396.60327
1670.191101,500,396.94564
1469.439143,411,398.133344
973.669993,278,398.321239
1238.696167,353,398.560323
1192.744833,337,398.787641
1266.432704,364,399.034386
652.656234,201,399.17073
967.004783,276,400.26727
906.66461,260,400.443526
936.724959,273,400.628616
871.276174,248,400.798044
870.913088,247,400.965791
1242.163674,360,401.209153
644.598361,196,401.341922
1721.439104,477,402.573523
1120.466924,309,402.781441
1480.464748,420,403.064967
1392.3405,385,403.324524
1471.057676,407,403.599072
1750.574737,495,403.934152
689.817882,202,405.025264
1232.584951,350,405.266393
957.449485,265,405.447324
939.212847,264,405.626198
883.540433,240,405.801185
1510.337733,419,406.113019
859.306042,243,406.278483
1096.048163,312,407.401299
629.453866,185,407.526295
984.604046,273,407.710146
666.436499,187,407.836697
723.483409,214,407.981521
1561.881233,440,408.291564
656.0539,199,408.43696
597.162064,183,408.561465
896.623115,257,409.663892
1807.704881,500,410.00462
783.285492,218,410.153188
700.360499,205,410.29249
789.143338,221,410.443012
747.23934,209,410.585415
1752.977995,500,410.956468
807.065058,229,412.049629
947.706514,266,412.24088
1057.719628,294,412.454021
1217.451393,341,412.696856
668.423688,199,412.842094
1038.873834,294,413.05606
1187.097606,339,413.294853
939.045965,268,414.485643
1065.439877,309,414.696957
799.666316,259,414.916329
1328.961997,427,415.249173
841.639505,228,415.413141
1241.742588,349,415.663223
1024.814246,287,415.878024
1666.899584,500,417.235583
1577.342878,500,417.575979
1379.223643,387,417.839707
1718.265348,500,418.182366
1647.246303,500,419.449066
968.824536,275,419.637992
1700.87882,500,419.981632
1651.043596,500,420.329575
1011.235316,292,420.531781
1677.97556,500,421.854827
1742.049581,500,422.220639
1682.196724,500,422.572671
1589.374129,500,422.930609
1614.800014,500,424.262798
1590.936586,500,424.627271
1576.412293,500,424.998308
680.461946,208,425.141439
1600.139468,500,425.496951
1520.426028,447,426.779004
1616.725763,500,427.126701
558.611296,188,427.261946
279.483637,108,427.336365
715.069274,205,427.483972
503.729459,169,427.606207
915.979786,247,427.799261
1310.571057,376,429.01692
820.936803,231,429.174467
784.071064,261,429.352558
1561.258915,500,429.689931
512.515459,166,429.802712
949.150095,275,429.990173
1595.590438,500,430.33255
1660.539516,500,431.604485
1577.14375,500,431.944454
1600.574911,500,432.285359
1636.533652,500,432.631279
783.821646,208,433.779622
689.239906,193,433.912297
548.436752,176,434.032544
682.130319,206,434.172005
700.803389,201,434.308127
908.198472,251,434.481009
708.571349,206,434.6224
610.504253,194,434.755632
934.088904,258,434.934861
741.622723,210,435.079582
1610.256556,500,436.316484
1481.09325,428,436.609014
582.093049,177,436.732126
1585.916521,500,437.073727
1590.380743,500,438.67697
875.785259,234,438.884886
868.127953,247,439.104522
1650.279954,499,439.618124
1572.66825,500,440.152097
1547.180715,500,440.648192
619.208653,198,442.145226
176.365496,80,442.207049
1641.747975,500,442.596245
1268.486301,409,442.898921
1630.27847,500,443.269279
683.660616,216,443.427539
1272.651848,358,444.743776
735.603565,213,444.912779
1653.981958,500,445.259482
1727.997517,500,445.608544
1581.025769,500,445.990499
1646.667483,500,447.302635
1646.21774,500,447.654727
667.650668,209,447.799828
1697.662151,500,448.152515
1603.741844,500,449.424316
1673.894176,500,449.77827
676.872634,210,449.940666
653.570189,203,450.103788
1624.307192,500,450.463386
1267.012421,356,450.708776
787.272253,224,450.861038
1662.11559,473,452.129815
1666.685337,500,452.490174
1632.508742,500,452.850763
1029.551055,286,453.046926
699.85686,214,453.197852
924.057269,256,454.39182
630.69349,202,454.560917
1649.996503,500,454.909519
526.279615,180,455.032068
948.903789,269,455.223339
1133.531375,322,455.452315
516.495828,165,455.56585
1625.394072,500,456.962307
1056.519087,344,457.215523
1450.757051,404,457.540824
1566.611868,500,457.888412
507.268102,173,458.005972
1637.200725,500,459.241745
1474.505895,415,459.525297
1589.192808,500,459.867152
1537.32111,500,460.207488
1627.793423,500,460.546604
674.475208,205,461.57741
1647.05868,500,461.921849
1281.502962,387,462.185114
981.455736,275,462.374562
1706.523986,500,462.726969
1598.712829,500,464.187464
1635.618414,500,464.627423
1551.958006,500,465.07466
1595.266886,500,465.539308
1319.478346,423,467.122471
468.096599,156,467.265214
1666.81213,500,467.742331
1653.521264,500,468.239729
481.400295,161,468.414448
481.744696,156,468.57151
466.387213,153,468.709135
473.843024,153,468.839172
498.08429,165,470.034486
471.204064,151,470.143545
393.06866,139,470.245091
196.210611,86,470.308284
302.574522,113,470.390419
1677.596148,500,470.75045
499.128904,159,470.890301
1077.760433,297,471.119754
194.956539,89,471.199612
513.510216,160,471.308308
1726.533874,500,472.734762
960.111441,274,472.934459
557.671088,175,473.054165
1707.166419,500,473.393456
1119.398716,312,473.605751
1643.495035,500,473.949702
1643.544492,500,475.228633
624.168275,184,475.354136
549.01163,166,475.46983
1275.646034,359,475.716512
712.640282,208,475.857221
1644.425677,500,476.208316
1573.346983,444,477.470795
524.480965,161,477.580963
1465.516251,425,477.870019
1688.770453,478,478.195343
1023.280569,329,478.420839
1334.558253,421,478.712594
740.779436,245,479.888121
1581.174451,500,480.229891
988.954671,322,480.471816
850.924126,254,480.653585
1613.930442,500,481.001004
728.059895,243,482.099377
1681.543057,500,482.44755
1586.043243,500,482.796786
1390.260586,438,483.102865
749.11476,253,483.281934
1575.945646,500,484.571829
820.584422,243,484.738659
508.046501,166,484.856767
1239.496491,378,485.12286
1397.182532,410,485.409645
801.584919,245,485.594881
506.750594,179,485.719545
1630.246805,500,487.44267
450.974567,152,487.578082
440.388307,151,487.711592
468.904715,159,487.854193
814.866205,238,488.065913
1639.015934,500,488.512269
851.988574,296,488.777574
1393.914772,428,490.397291
960.839177,264,490.583417
1583.899829,435,490.883929
1083.797003,326,491.107919
1322.575579,347,491.346674
1446.102592,393,491.616604
1021.001938,320,492.746242
1310.184187,408,493.024702
1674.639511,500,493.363588
1660.873106,500,493.704076
1605.682079,493,494.100038
1240.276241,347,495.282838
838.5349,247,495.452446
1016.089877,299,495.657443
726.687794,247,495.82607
1189.989753,319,496.042412
1356.579478,425,496.427988
1338.015821,409,497.992229
484.439518,154,498.126836
1647.287757,500,498.616219
462.734458,170,498.765233
1691.5309,500,499.245062
1019.462233,278,499.497724
783.364206,219,500.887933
1658.414424,500,501.292111
1663.844625,500,501.631769
1651.195171,500,501.972171
1641.049849,447,502.297505
1681.042814,500,503.535542
1688.046461,500,503.876737
288.786016,110,503.953068
1640.918531,500,504.296342
530.805222,184,504.424402
805.703571,262,504.60437
803.307672,234,505.687937
1028.843715,289,505.894027
1640.343511,500,506.238575
1669.480161,500,506.580255
1680.83151,465,506.911979
287.463465,111,507.036042
1640.38925,500,508.695757
1781.364126,478,509.120907
1662.633508,500,509.569287
278.105209,108,509.66632
1631.741569,500,510.122324
720.472624,245,511.536989
189.682884,87,511.597666
849.89991,293,511.800116
1218.79391,342,512.085037
430.835838,163,512.21638
312.517443,125,512.303006
1332.565758,433,512.598133
1322.043873,359,512.841768
709.189078,208,514.004134
1625.453358,496,514.343218
1593.136867,485,514.673925
432.976897,157,514.783957
481.385612,169,514.90112
1621.327045,500,515.243157
1668.89564,500,516.541193
1673.621856,500,516.883785
867.883213,244,517.049945
1392.795514,424,517.337791
1677.253527,500,518.818381
736.282236,231,519.021584
1456.503649,421,519.393561
267.288632,110,519.490951
1428.515702,398,519.84018
452.080836,159,519.981905
456.50893,164,520.127286
1083.514504,305,520.39795
1681.816959,500,522.066545
724.243014,234,522.242676
1624.166075,500,522.619187
1668.812245,500,522.961607
1350.22605,373,523.21419
266.606177,108,523.287614
1639.757724,500,524.515707
1656.93329,500,524.854781
1785.76999,500,525.194225
1651.527258,500,525.532894
750.361849,239,526.584746
992.336023,259,526.759444
692.376245,220,526.908768
1578.971865,446,527.209917
1297.356606,351,527.448183
816.693788,232,527.604982
807.173561,233,527.762173
499.556062,171,528.810735
494.88454,161,528.922043
686.549682,201,529.05857
1688.559628,500,529.397021
1507.924894,423,529.687929
1161.386601,337,529.934896
507.426939,158,530.045828
512.885761,164,530.163208
484.264611,158,531.230254
1789.505424,496,531.614956
659.318231,189,531.744267
996.730492,270,531.933272
1220.012751,343,532.180173
594.161451,177,532.31161
958.297288,268,532.512841
1224.702255,336,533.742288
489.118928,164,533.862169
515.843639,160,533.989102
863.743318,249,534.19425
499.26186,165,534.306537
396.689336,141,534.404105
504.745155,165,534.516499
439.35487,151,534.618805
555.881617,169,534.747905
701.729465,216,534.917731
1703.690461,500,536.26814
1232.713615,353,536.516095
687.463361,191,536.647314
978.108,278,536.83852
982.349893,291,537.041188
640.672049,187,537.171335
628.097546,185,537.299122
664.586783,199,537.434642
690.401947,198,537.568794
937.693396,255,538.655278
697.17334,208,538.800133
392.8851,139,538.905875
460.565482,158,539.033363
881.160996,236,539.196264
653.144444,193,539.334183
722.818057,215,539.484618
769.28617,227,539.63993
195.458834,88,539.700342
675.104747,197,539.853005
706.792835,195,540.992135
638.742578,201,541.134195
1700.929952,500,541.480457
215.681255,95,541.547871
205.627785,92,541.61116
596.854045,185,541.736461
553.798929,163,541.853745
219.914672,99,541.921814
803.477528,266,542.102588
1644.64504,500,543.408185
1648.042504,500,543.771662
1251.734756,361,544.032516
691.545846,211,544.204998
928.038595,260,544.392951
650.141113,198,544.537498
1085.857017,306,544.753777
684.214776,208,545.848051
1187.175127,327,546.071748
1538.951338,500,546.431002
1319.931416,419,546.719566
1245.161673,343,546.953492
982.443805,277,547.141019
697.895828,198,548.195312
859.289749,240,548.35843
204.864774,91,548.420704
200.915522,91,548.483859
745.203982,254,548.662761
447.296516,159,548.771198
662.477136,196,548.905692
195.573686,88,548.966512
1184.762479,391,549.234087
211.568642,98,549.301282
1417.860064,449,550.525755
701.14216,210,550.668204
1544.701003,500,551.013312
1183.48388,386,551.277222
1395.713276,435,551.606221
1037.255923,332,551.852215
656.090524,193,552.933117
1667.569187,500,553.271871
1362.623475,369,553.548536
380.484585,139,553.644041
1168.033299,322,553.87319
831.646939,238,554.056121
961.719085,265,554.249832
1044.212409,346,555.413476
535.329448,222,555.565086
1409.393457,465,555.882845
1232.948832,422,556.1717
1024.865271,336,556.400346
1666.359095,500,557.653214
744.223349,242,557.819412
1635.7572,500,558.159204
873.697432,291,558.356492
1598.98819,500,558.69478
478.089922,154,558.799099
189.792189,87,558.859896
974.134339,249,559.962966
1187.665068,322,560.180889
580.550875,176,560.306834
1026.326634,282,560.508059
1670.570849,500,560.858809
749.478218,268,561.042752
1335.388866,395,562.259291
658.076099,208,562.400958
1498.716953,500,562.739697
406.589852,146,562.839297
672.206435,204,562.977568
1005.786899,321,563.194584
344.760311,128,563.281022
204.021872,91,563.34288
410.251219,154,563.448223
1070.388966,348,564.636626
1013.490014,286,564.834581
1522.139441,424,565.12986
825.076007,226,565.285426
731.004987,238,565.468858
828.772442,233,565.643877
404.901297,138,565.738508
710.84003,201,565.878699
187.237689,85,565.937533
432.464081,158,567.002433
1651.205137,500,567.371631
194.435645,88,567.439183
449.620718,161,567.553063
211.70061,93,567.626307
1032.298649,317,567.846089
903.382421,245,568.01255
1274.960368,416,568.295612
1019.45441,287,569.394904
778.313789,254,569.567797
449.369498,152,569.671716
1573.884425,500,570.011265
1289.3129,357,570.253722
1227.694125,358,570.495096
1603.18257,500,571.777289
278.983037,111,571.857162
274.747949,110,571.934542
1009.515946,332,572.160396
1595.705657,464,572.475185
910.75305,243,572.640177
280.881693,111,572.716007
483.061508,174,572.834151
742.133421,267,573.015902
443.941879,160,574.018384
976.059629,324,574.253726
1556.534609,500,574.602175
557.451025,208,574.747399
756.154679,256,574.925286
706.537373,207,575.06692
